path.a	path.b	path.a.length	path.b.length	intersection	jaccard	euclidean
HG02630#2#JAHAOP010000089.1_16669255_17076135_0	HG01978#2#JAGYVR010000007.1_51532241_51939176_0	406880	406935	404311	0.987319	72.0625
HG02071.verkko_filt_mat.fa:haplotype1-0000041_103610513_104018399_0	HG005#1#JAHEPO010000002.1_51519219_51926067_0	407886	406848	404722	0.987098	72.7324
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	NA19240#1#JAHEOM010000047.1_30103390_30511199_1	409750	407809	398672	0.951741	142.179
HG03453#2#JAGYVV010000088.1_22597550_23005370_1	HG02622#1#JAHAOO010000002.1_16673678_17080663_0	407820	406985	404456	0.985639	76.7659
HG01123#1#JAGYYZ010000015.1_51528240_51935090_0	HG04228.hifiasm_filt_mat.fa:h2tg000030l_122_365721_0	406850	365599	269389	0.535501	483.395
HG02071.hifiasm_filt_pat.fa:h1tg000008l_103588591_104090646_0	HG00741#1#JAHALY010000007.1_18781197_19307680_1	502055	526483	467190	0.832264	306.852
HG01099.verkko_filt_mat.fa:haplotype1-0000034_142513097_142920876_1	HG02145#1#JAHKSG010000134.1_2102465_2647653_1	407779	545188	405357	0.740229	377.164
NA19240#2#JAHEOL010000010.1_37445323_37853017_0	HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0	407694	406861	404726	0.987548	71.4353
HG02630#1#JAHAOQ010000102.1_16672145_17079089_0	HG00438#1#JAHBCB010000015.1_33474867_33954171_0	406944	479304	404503	0.839662	277.924
HG02145#1#JAHKSG010000134.1_2102465_2647653_1	HG00673#1#JAHBBZ010000075.1_16660170_16973851_0	545188	313681	311699	0.569657	485.254
HG01361#2#JAGYYW010000015.1_51517456_51831163_0	HG02293.hifiasm_filt_pat.fa:h1tg000025l_28494233_28996189_1	313707	501956	313383	0.623921	434.623
HG01099.hifiasm_filt_pat.fa:h1tg000003l_56136922_56638856_1	HG02004.hifiasm_filt_mat.fa:h2tg000002l_25152988_25559927_1	501934	406939	406510	0.809196	309.601
HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0	NA18906#1#JAHEOO010000054.1_2103477_2510435_1	428452	406958	377948	0.826184	281.982
HG02080#2#JAHEOV010000017.1_16662177_17164189_0	HG01106#1#JAHAMC010000004.1_31121050_31623013_0	502012	501963	501801	0.999257	19.3132
HG02145#2#JAHKSF010000206.1_1005292_1413195_1	HG01358#1#JAGYZB010000020.1_27445742_27855492_1	407903	409750	400062	0.958024	132.397
HG03579#1#JAGYVU010000029.1_91404_499180_0	HG02723#2#JAHEOT010000034.1_19776337_20321518_1	407776	545181	405645	0.741159	376.387
HG02257#1#JAGYVI010000005.1_101835875_102242843_0	HG02004.verkko_filt_mat.fa:haplotype1-0000022_97828542_98235483_0	406968	406941	404424	0.987641	71.1407
HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1	HG03710.hifiasm_filt_mat.fa:h2tg000025l_86820256_87133924_0	501926	313668	313419	0.624123	434.461
HG01175#1#JAHAMA010000003.1_33204707_33808232_1	HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	603525	406914	398206	0.650416	462.631
HG02886#1#JAHAOU010000178.1_62411_469262_0	HG02257#1#JAGYVI010000005.1_101835875_102242843_0	406851	406968	406124	0.996147	39.6358
HG02809.hifiasm_filt_pat.fa:h1tg000007l_103415673_103822536_0	HG01952#1#JAHAME010000077.1_16663592_16976329_0	406863	312737	312540	0.767798	307.441
HG02071.hifiasm_filt_mat.fa:h2tg000009l_103610644_104018525_0	HG02717#2#JAHAOR010000006.1_19663827_20070693_1	407881	406866	404678	0.986853	73.4234
HG00621#1#JAHBCD010000034.1_2122997_2624098_1	HG01175#1#JAHAMA010000003.1_33204707_33808232_1	501101	603525	486118	0.785953	363.854
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG02723#1#JAHEOU010000204.1_2102082_2414876_1	407792	312794	312467	0.765627	309.277
HG01175#2#JAHALZ010000031.1_43072077_43478977_1	HG02293.hifiasm_filt_mat.fa:h2tg000006l_103456831_103769570_0	406900	312739	312544	0.767742	307.491
NA18906#1#JAHEOO010000054.1_2103477_2510435_1	HG005#2#JAHEPN010000023.1_51542210_51950070_0	406958	407860	404382	0.98525	77.8075
HG002.hifiasm_filt_pat.fa:h1tg000009l_103664409_104071309_0	HG02572#1#JAHAOW010000072.1_9428131_9835964_0	406900	407833	404777	0.987367	71.9653
HG002.verkko_filt_mat.fa:haplotype1-0000005_138228497_138636354_1	chr1_chm13_103304997_103901127_0	407857	596130	407721	0.68379	434.218
HG01106#2#JAHAMB010000008.1_19904771_20405763_1	chr1_hg38_103456064_103863972_0	500992	407908	406686	0.809786	309.076
HG02559#1#JAGYVK010000012.1_51505852_51913611_0	HG02647.hifiasm_filt_pat.fa:h1tg000015l_103709681_104023301_0	407759	313620	311672	0.760719	313.105
HG02109#2#JAHEPF010000078.1_16678387_16991144_0	HG03098#1#JAHEPM010000059.1_16676208_17105596_0	312757	429388	312533	0.727477	342.168
HG005#2#JAHEPN010000023.1_51542210_51950070_0	HG03710.hifiasm_filt_pat.fa:h1tg000035l_103311655_103704662_0	407860	393007	298273	0.593467	452.019
HG03710.verkko_filt_pat.fa:haplotype2-0000488_101614437_102218208_0	HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1	603771	501914	486524	0.785779	364.194
chr1_hg38_103456064_103863972_0	HG01071#1#JAHBCF010000053.1_26607100_27108065_1	407908	500965	404827	0.803155	314.99
HG00438#1#JAHBCB010000015.1_33474867_33954171_0	HG02071.verkko_filt_mat.fa:haplotype1-0000041_103610513_104018399_0	479304	407886	406577	0.845955	272.096
HG03927.verkko_filt_mat.fa:haplotype1-0000009_134765170_135173010_1	HG01361#1#JAGYYX010000012.1_51565085_51878780_0	407840	313695	313499	0.768312	307.469
HG02818#1#JAHEOS010000101.1_89626_496613_0	HG01099.hifiasm_filt_pat.fa:h1tg000003l_56136922_56638856_1	406987	501934	404538	0.802045	315.983
HG01109#1#JAHEPA010000099.1_2104245_2511104_1	HG03453#1#JAGYVW010000157.1_2105722_2585000_1	406859	479278	406583	0.847836	270.131
HG002#2#JAHKSD010000021.1_102757493_103165350_0	chr1_hg19_103998686_104406594_0	407857	407908	407699	0.999101	19.1572
HG02109#1#JAHEPG010000026.1_16673035_17080816_0	HG03579#1#JAGYVU010000029.1_91404_499180_0	407781	407776	405735	0.990027	63.9296
HG02004.hifiasm_filt_pat.fa:h1tg000006l_139372820_140063114_1	HG01978#1#JAGYVS010000002.1_51519970_52021951_0	690294	501981	501782	0.726701	434.409
HG02293.verkko_filt_mat.fa:haplotype1-0000039_30204405_30517145_1	HG04228.verkko_filt_mat.fa:haplotype1-0000023_103429213_103930285_0	312740	501072	312579	0.62362	434.343
HG01952#1#JAHAME010000077.1_16663592_16976329_0	HG02818#2#JAHEOR010000010.1_31775319_32183091_1	312737	407772	310764	0.758433	314.612
HG005#1#JAHEPO010000002.1_51519219_51926067_0	HG02055#2#JAHEPJ010000017.1_24870122_25298560_1	406848	428438	378390	0.828175	280.189
HG00621#2#JAHBCC010000031.1_16669999_17077865_0	HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1	407866	501992	407678	0.811816	307.412
HG01358#2#JAGYZA010000086.1_556_316498_0	NA20129#2#JAHEPD010000155.1_90039_569275_0	315942	479236	288513	0.569435	467.067
HG02486#1#JAGYVM010000007.1_28868414_29370339_1	HG02109#2#JAHEPF010000078.1_16678387_16991144_0	501925	312757	312560	0.622478	435.387
HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0	HG02004.verkko_filt_pat.fa:haplotype2-0000813_139386576_140076845_1	406861	690269	404786	0.58466	536.244
HG01071#1#JAHBCF010000053.1_26607100_27108065_1	HG01243#1#JAHEOY010000013.1_90081_424495_0	500965	334414	334219	0.666891	408.584
HG01106#1#JAHAMC010000004.1_31121050_31623013_0	HG02300.verkko_filt_pat.fa:haplotype2-0000620_143362344_143769323_1	501963	406979	406835	0.810256	308.662
HG04228.verkko_filt_pat.fa:haplotype2-0000600_103806749_104119491_0	HG02486#1#JAGYVM010000007.1_28868414_29370339_1	312742	501925	312466	0.622193	435.586
HG02293.hifiasm_filt_pat.fa:h1tg000025l_28494233_28996189_1	HG02630#1#JAHAOQ010000102.1_16672145_17079089_0	501956	406944	404479	0.801868	316.136
HG02148#1#JAHAMG010000059.1_19799474_20206456_1	HG002.hifiasm_filt_mat.fa:h2tg000010l_40221609_40629467_1	406982	407858	406810	0.99701	34.9285
HG02886#2#JAHAOT010000031.1_87393_401061_0	HG01258#1#JAGYYV010000004.1_56955948_57456952_1	313668	501004	310730	0.616599	439.559
HG03492#1#JAHEPI010000180.1_2103395_2543326_1	HG02300.verkko_filt_mat.fa:haplotype1-0000028_144052837_144460586_1	439931	407749	405769	0.918214	190.11
HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1	HG00621#1#JAHBCD010000034.1_2122997_2624098_1	501992	501101	500943	0.997596	34.7419
HG02809.verkko_filt_mat.fa:haplotype1-0000023_94161320_94589755_0	HG02257#2#JAGYVH010000034.1_98190388_98857961_0	428435	667573	395297	0.564137	552.643
HG02300.hifiasm_filt_pat.fa:h1tg000019l_103804174_104211156_0	HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0	406982	428452	376589	0.820732	286.803
HG02572#1#JAHAOW010000072.1_9428131_9835964_0	HG02630#2#JAHAOP010000089.1_16669255_17076135_0	407833	406880	404303	0.98512	78.1473
HG00741#1#JAHALY010000007.1_18781197_19307680_1	HG02818#1#JAHEOS010000101.1_89626_496613_0	526483	406987	404471	0.764597	352.885
HG00673#2#JAHBBY010000109.1_16675383_17177395_0	HG02572#2#JAHAOV010000024.1_4460979_4890404_1	502012	429425	386656	0.709746	397.649
HG02257#2#JAGYVH010000034.1_98190388_98857961_0	HG04228.hifiasm_filt_pat.fa:h1tg000014l_141188035_141500777_1	667573	312742	312472	0.467882	596.13
HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1	HG03540#2#JAGYVX010000148.1_1368955_1877115_0	501914	508160	489196	0.939176	177.994
HG02004.hifiasm_filt_mat.fa:h2tg000002l_25152988_25559927_1	HG002.verkko_filt_mat.fa:haplotype1-0000005_138228497_138636354_1	406939	407857	406803	0.997083	34.4964
HG02572#2#JAHAOV010000024.1_4460979_4890404_1	HG02145#2#JAHKSF010000206.1_1005292_1413195_1	429425	407903	378959	0.826755	281.798
chr1_hg19_103998686_104406594_0	HG02148#1#JAHAMG010000059.1_19799474_20206456_1	407908	406982	406729	0.996492	37.8418
HG02004.verkko_filt_mat.fa:haplotype1-0000022_97828542_98235483_0	HG02622#2#JAHAON010000012.1_51551779_52031001_0	406941	479222	404697	0.840552	277.072
HG00733#1#JAHEPQ010000019.1_46106835_46420495_0	HG01099.hifiasm_filt_mat.fa:h2tg000003l_54930251_55338030_1	313660	407779	313345	0.767826	307.813
HG01978#2#JAGYVR010000007.1_51532241_51939176_0	HG02559#1#JAGYVK010000012.1_51505852_51913611_0	406935	407759	406457	0.99564	42.19
HG03486#2#JAHEOP010000248.1_2105565_2584784_1	NA18906#2#JAHEON010000009.1_93748295_94249275_0	479219	500980	471178	0.925655	194.533
HG002#1#JAHKSE010000012.1_16776806_17183707_1	HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1	406901	501926	404909	0.803522	314.657
HG02300.verkko_filt_pat.fa:haplotype2-0000620_143362344_143769323_1	HG02148#2#JAHAMF010000050.1_19456870_19863761_1	406979	406891	404784	0.989484	65.5896
HG02647.hifiasm_filt_pat.fa:h1tg000015l_103709681_104023301_0	HG01358#2#JAGYZA010000086.1_556_316498_0	313620	315942	165114	0.355506	547.114
HG02717#1#JAHAOS010000015.1_16660311_17067250_0	HG03486#2#JAHEOP010000248.1_2105565_2584784_1	406939	479219	406070	0.845824	272.062
HG02486#2#JAGYVL010000029.1_94163344_94570162_0	HG00621#2#JAHBCC010000031.1_16669999_17077865_0	406818	407866	404651	0.986874	73.3621
HG03540#1#JAGYVY010000208.1_95187_596142_0	HG03516#1#JAGYYT010000012.1_24170958_24578778_1	500955	407820	406570	0.80957	309.249
HG03540#2#JAGYVX010000148.1_1368955_1877115_0	HG03710.verkko_filt_pat.fa:haplotype2-0000488_101614437_102218208_0	508160	603771	504807	0.831473	319.87
HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0	HG00673#2#JAHBBY010000109.1_16675383_17177395_0	502054	502012	501868	0.999343	18.1659
NA20129#2#JAHEPD010000155.1_90039_569275_0	HG03927.verkko_filt_mat.fa:haplotype1-0000009_134765170_135173010_1	479236	407840	404832	0.839475	278.23
HG02622#2#JAHAON010000012.1_51551779_52031001_0	HG00438#2#JAHBCA010000012.1_51513023_51826723_0	479222	313700	310687	0.644265	414.184
HG02717#2#JAHAOR010000006.1_19663827_20070693_1	HG01361#2#JAGYYW010000015.1_51517456_51831163_0	406866	313707	310726	0.758151	314.835
NA19240#1#JAHEOM010000047.1_30103390_30511199_1	HG02300.hifiasm_filt_mat.fa:h2tg000006l_23303533_23711281_1	407809	407748	407443	0.998356	25.9037
HG002.hifiasm_filt_mat.fa:h2tg000010l_40221609_40629467_1	HG002.hifiasm_filt_pat.fa:h1tg000009l_103664409_104071309_0	407858	406900	404782	0.987331	72.0694
HG02622#1#JAHAOO010000002.1_16673678_17080663_0	HG02080#2#JAHEOV010000017.1_16662177_17164189_0	406985	502012	404536	0.801917	316.109
HG00438#2#JAHBCA010000012.1_51513023_51826723_0	HG04228.verkko_filt_pat.fa:haplotype2-0000600_103806749_104119491_0	313700	312742	310788	0.984584	69.7567
HG02300.verkko_filt_mat.fa:haplotype1-0000028_144052837_144460586_1	HG01175#2#JAHALZ010000031.1_43072077_43478977_1	407749	406900	406498	0.99595	40.6571
HG02071.verkko_filt_mat.fa:haplotype1-0000041_103610513_104018399_0	HG02647.verkko_filt_pat.fa:haplotype2-0000857_103738150_104051769_0	407886	313619	311633	0.760318	313.431
HG03492#2#JAHEPH010000288.1_2098270_2432686_1	HG03486#1#JAHEOQ010000123.1_16677696_17085575_0	334416	407879	332382	0.81086	278.444
HG01952#2#JAHAMD010000045.1_4381722_4883708_1	HG00735#2#JAHBCG010000068.1_4729205_5042887_0	501986	313682	313558	0.624481	434.226
HG00741#2#JAHALX010000013.1_51574319_51981226_0	HG01106#2#JAHAMB010000008.1_19904771_20405763_1	406907	500992	404729	0.804358	313.753
HG01109#2#JAHEOZ010000047.1_16671232_17151375_0	HG00733#1#JAHEPQ010000019.1_46106835_46420495_0	480143	313660	313339	0.652159	408.809
HG02071.hifiasm_filt_pat.fa:h1tg000008l_103588591_104090646_0	HG03710.verkko_filt_mat.fa:haplotype1-0000029_102593394_102907063_0	502055	313669	313456	0.624081	434.525
HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1	HG00735#1#JAHBCH010000004.1_101548252_101956125_0	378589	407873	371419	0.894893	208.864
HG00735#1#JAHBCH010000004.1_101548252_101956125_0	HG02080#1#JAHEOW010000048.1_16689583_17097287_0	407873	407704	407378	0.997989	28.6531
HG02148#2#JAHAMF010000050.1_19456870_19863761_1	HG01978#2#JAGYVR010000007.1_51532241_51939176_0	406891	406935	404706	0.989211	66.4379
HG02630#1#JAHAOQ010000102.1_16672145_17079089_0	HG03927.hifiasm_filt_mat.fa:h2tg000005l_102886351_103294201_0	406944	407850	404483	0.985796	76.3413
HG02004.verkko_filt_pat.fa:haplotype2-0000813_139386576_140076845_1	HG005#1#JAHEPO010000002.1_51519219_51926067_0	690269	406848	404774	0.584644	536.255
chr1_chm13_103304997_103901127_0	NA19240#1#JAHEOM010000047.1_30103390_30511199_1	596130	407809	407428	0.683018	434.837
HG00673#1#JAHBBZ010000075.1_16660170_16973851_0	HG02622#1#JAHAOO010000002.1_16673678_17080663_0	313681	406985	310737	0.758026	314.948
HG02080#2#JAHEOV010000017.1_16662177_17164189_0	HG04228.hifiasm_filt_mat.fa:h2tg000030l_122_365721_0	502012	365599	365441	0.727724	369.769
HG02300.hifiasm_filt_mat.fa:h2tg000006l_23303533_23711281_1	HG00741#1#JAHALY010000007.1_18781197_19307680_1	407748	526483	407479	0.773569	345.359
HG04228.hifiasm_filt_pat.fa:h1tg000014l_141188035_141500777_1	HG02145#1#JAHKSG010000134.1_2102465_2647653_1	312742	545188	312484	0.572896	482.661
HG03579#1#JAGYVU010000029.1_91404_499180_0	HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0	407776	406861	404757	0.987501	71.5751
HG03486#1#JAHEOQ010000123.1_16677696_17085575_0	HG00438#1#JAHBCB010000015.1_33474867_33954171_0	407879	479304	406583	0.84599	272.061
HG02055#2#JAHEPJ010000017.1_24870122_25298560_1	HG00673#1#JAHBBZ010000075.1_16660170_16973851_0	428438	313681	310690	0.720142	347.475
HG01175#1#JAHAMA010000003.1_33204707_33808232_1	HG02293.hifiasm_filt_pat.fa:h1tg000025l_28494233_28996189_1	603525	501956	486112	0.78485	365.044
HG03927.hifiasm_filt_mat.fa:h2tg000005l_102886351_103294201_0	NA18906#1#JAHEOO010000054.1_2103477_2510435_1	407850	406958	404416	0.985438	77.3046
HG02809.hifiasm_filt_pat.fa:h1tg000007l_103415673_103822536_0	HG02004.hifiasm_filt_mat.fa:h2tg000002l_25152988_25559927_1	406863	406939	404661	0.98905	66.9328
HG03098#2#JAHEPL010000003.1_93803759_94117426_0	HG01106#1#JAHAMC010000004.1_31121050_31623013_0	313667	501963	313449	0.624175	434.433
HG02559#2#JAGYVJ010000037.1_52167780_52574597_1	HG01358#1#JAGYZB010000020.1_27445742_27855492_1	406817	409750	400368	0.961963	125.821
HG01928#1#JAGYVQ010000195.1_211_358290_0	HG02723#2#JAHEOT010000034.1_19776337_20321518_1	358079	545181	231555	0.344727	663.438
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG02004.verkko_filt_mat.fa:haplotype1-0000022_97828542_98235483_0	407792	406941	404750	0.987236	72.3395
HG002.hifiasm_filt_pat.fa:h1tg000009l_103664409_104071309_0	HG03710.hifiasm_filt_mat.fa:h2tg000025l_86820256_87133924_0	406900	313668	310782	0.758401	314.649
HG01361#1#JAGYYX010000012.1_51565085_51878780_0	HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	313695	406914	312504	0.765744	309.194
HG02723#2#JAHEOT010000034.1_19776337_20321518_1	HG02257#1#JAGYVI010000005.1_101835875_102242843_0	545181	406968	406035	0.743499	374.271
HG02647.verkko_filt_pat.fa:haplotype2-0000857_103738150_104051769_0	HG01952#1#JAHAME010000077.1_16663592_16976329_0	313619	312737	312524	0.995832	36.1663
HG01099.hifiasm_filt_mat.fa:h2tg000003l_54930251_55338030_1	HG02717#2#JAHAOR010000006.1_19663827_20070693_1	407779	406866	404847	0.987918	70.3633
HG02080#1#JAHEOW010000048.1_16689583_17097287_0	HG01175#1#JAHAMA010000003.1_33204707_33808232_1	407704	603525	398248	0.649691	463.393
NA18906#2#JAHEON010000009.1_93748295_94249275_0	HG02723#1#JAHEOU010000204.1_2102082_2414876_1	500980	312794	312462	0.623288	434.569
chr1_hg38_103456064_103863972_0	HG02293.hifiasm_filt_mat.fa:h2tg000006l_103456831_103769570_0	407908	312739	312605	0.76611	308.929
HG01243#1#JAHEOY010000013.1_90081_424495_0	HG005#2#JAHEPN010000023.1_51542210_51950070_0	334414	407860	332423	0.811083	278.259
HG02293.hifiasm_filt_mat.fa:h2tg000006l_103456831_103769570_0	HG02572#1#JAHAOW010000072.1_9428131_9835964_0	312739	407833	312597	0.766216	308.833
HG04228.hifiasm_filt_mat.fa:h2tg000030l_122_365721_0	chr1_chm13_103304997_103901127_0	365599	596130	365488	0.612987	480.368
HG01123#2#JAGYYY010000006.1_51579630_51892388_0	chr1_hg38_103456064_103863972_0	312758	407908	310917	0.758799	314.376
HG01109#1#JAHEPA010000099.1_2104245_2511104_1	HG02647.hifiasm_filt_pat.fa:h1tg000015l_103709681_104023301_0	406859	313620	312461	0.765802	309.123
HG03516#2#JAGYYS010000004.1_24452130_24859892_1	HG03098#1#JAHEPM010000059.1_16676208_17105596_0	407762	429388	377514	0.821333	286.569
HG002#2#JAHKSD010000021.1_102757493_103165350_0	HG03710.hifiasm_filt_pat.fa:h1tg000035l_103311655_103704662_0	407857	393007	298291	0.593528	451.976
HG02004.hifiasm_filt_pat.fa:h1tg000006l_139372820_140063114_1	HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1	690294	501914	501577	0.726259	434.803
HG01978#1#JAGYVS010000002.1_51519970_52021951_0	HG01071#1#JAHBCF010000053.1_26607100_27108065_1	501981	500965	498848	0.989585	72.4569
HG01952#1#JAHAME010000077.1_16663592_16976329_0	HG02071.verkko_filt_mat.fa:haplotype1-0000041_103610513_104018399_0	312737	407886	310766	0.75823	314.787
HG03710.verkko_filt_mat.fa:haplotype1-0000029_102593394_102907063_0	HG01361#1#JAGYYX010000012.1_51565085_51878780_0	313669	313695	313466	0.998624	20.7846
HG01358#2#JAGYZA010000086.1_556_316498_0	HG01099.hifiasm_filt_pat.fa:h1tg000003l_56136922_56638856_1	315942	501934	315494	0.627996	432.305
HG02723#1#JAHEOU010000204.1_2102082_2414876_1	HG03453#1#JAGYVW010000157.1_2105722_2585000_1	312794	479278	312520	0.651692	408.695
HG03516#1#JAGYYT010000012.1_24170958_24578778_1	chr1_hg19_103998686_104406594_0	407820	407908	407378	0.99762	31.1769
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG03579#1#JAGYVU010000029.1_91404_499180_0	501004	407776	404803	0.803217	314.919
HG03710.hifiasm_filt_pat.fa:h1tg000035l_103311655_103704662_0	HG01978#1#JAGYVS010000002.1_51519970_52021951_0	393007	501981	374484	0.719464	382.126
HG02293.hifiasm_filt_pat.fa:h1tg000025l_28494233_28996189_1	HG04228.verkko_filt_mat.fa:haplotype1-0000023_103429213_103930285_0	501956	501072	500908	0.997586	34.8138
HG02630#2#JAHAOP010000089.1_16669255_17076135_0	HG02818#2#JAHEOR010000010.1_31775319_32183091_1	406880	407772	404385	0.985663	76.6942
HG03453#1#JAGYVW010000157.1_2105722_2585000_1	HG02055#2#JAHEPJ010000017.1_24870122_25298560_1	479278	428438	395237	0.771226	342.406
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	NA20129#2#JAHEPD010000155.1_90039_569275_0	409750	479236	409391	0.853618	264.96
HG00735#2#JAHBCG010000068.1_4729205_5042887_0	HG02109#2#JAHEPF010000078.1_16678387_16991144_0	313682	312757	310697	0.984022	71.0282
HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1	HG02004.verkko_filt_pat.fa:haplotype2-0000813_139386576_140076845_1	501992	690269	501946	0.727126	434.015
HG01123#1#JAGYYZ010000015.1_51528240_51935090_0	HG01243#1#JAHEOY010000013.1_90081_424495_0	406850	334414	334335	0.821605	269.433
HG02572#1#JAHAOW010000072.1_9428131_9835964_0	HG02300.verkko_filt_pat.fa:haplotype2-0000620_143362344_143769323_1	407833	406979	406731	0.996692	36.7423
NA19240#2#JAHEOL010000010.1_37445323_37853017_0	HG02486#1#JAGYVM010000007.1_28868414_29370339_1	407694	501925	405660	0.804946	313.527
